,State,County,Value,Gender,Race/Ethnicity,LatLng
6878,FL,Duval County,117.1,Female,Asian and Pacific Islander,"(30.32506, -81.686521)"
6879,FL,Escambia County,157.5,Female,Asian and Pacific Islander,"(30.700541, -87.3627)"
6884,FL,Glades County,108.4,Female,Asian and Pacific Islander,"(26.959153, -81.184099)"
6887,FL,Hardee County,75.7,Female,Asian and Pacific Islander,"(27.489469, -81.809965)"
6888,FL,Hendry County,120.4,Female,Asian and Pacific Islander,"(26.555574, -81.166212)"
6890,FL,Highlands County,161.7,Female,Asian and Pacific Islander,"(27.342716, -81.339535)"
6891,FL,Hillsborough County,72.6,Female,Asian and Pacific Islander,"(27.930572, -82.306883)"
6893,FL,Indian River County,117.8,Female,Asian and Pacific Islander,"(27.692209, -80.62077)"
6897,FL,Lake County,136.4,Female,Asian and Pacific Islander,"(28.766819, -81.704198)"
6898,FL,Lee County,54.1,Female,Asian and Pacific Islander,"(26.582309, -81.796885)"
6899,FL,Leon County,79.1,Female,Asian and Pacific Islander,"(30.462683, -84.279454)"
6900,FL,Levy County,147.6,Female,Asian and Pacific Islander,"(29.326437, -82.735832)"
6903,FL,Manatee County,60.3,Female,Asian and Pacific Islander,"(27.469165, -82.29681)"
6904,FL,Marion County,128.4,Female,Asian and Pacific Islander,"(29.210149, -82.056158)"
6905,FL,Martin County,121.4,Female,Asian and Pacific Islander,"(27.075869, -80.447072)"
6906,FL,Miami-Dade County,112.2,Female,Asian and Pacific Islander,"(25.610647, -80.570521)"
6907,FL,Monroe County,95.8,Female,Asian and Pacific Islander,"(25.491043, -80.990432)"
6908,FL,Nassau County,120.6,Female,Asian and Pacific Islander,"(30.60322, -81.83334)"
6909,FL,Okaloosa County,61.2,Female,Asian and Pacific Islander,"(30.713173, -86.59025)"
6910,FL,Okeechobee County,139.7,Female,Asian and Pacific Islander,"(27.391342, -80.889544)"
6911,FL,Orange County,134.6,Female,Asian and Pacific Islander,"(28.510737, -81.324829)"
6912,FL,Osceola County,172.5,Female,Asian and Pacific Islander,"(28.058305, -81.150404)"
6913,FL,Palm Beach County,133.7,Female,Asian and Pacific Islander,"(26.64388, -80.475176)"
6914,FL,Pasco County,103.7,Female,Asian and Pacific Islander,"(28.309881, -82.386594)"
6915,FL,Pinellas County,145.1,Female,Asian and Pacific Islander,"(27.938988, -82.725335)"
6916,FL,Polk County,133.2,Female,Asian and Pacific Islander,"(27.946248, -81.700632)"
6917,FL,Putnam County,116.9,Female,Asian and Pacific Islander,"(29.610473, -81.739685)"
6918,FL,St. Johns County,108.5,Female,Asian and Pacific Islander,"(29.887448, -81.449287)"
6919,FL,St. Lucie County,82.7,Female,Asian and Pacific Islander,"(27.378926, -80.48859)"
6921,FL,Sarasota County,79.7,Female,Asian and Pacific Islander,"(27.180267, -82.317079)"
6922,FL,Seminole County,120.1,Female,Asian and Pacific Islander,"(28.714693, -81.235649)"
6923,FL,Sumter County,128.6,Female,Asian and Pacific Islander,"(28.702429, -82.077825)"
6927,FL,Volusia County,120.7,Female,Asian and Pacific Islander,"(29.056633, -81.196249)"
6936,FL,Broward County,130.5,Overall,American Indian and Alaskan Native,"(26.151212, -80.491447)"
6941,FL,Collier County,151.5,Overall,American Indian and Alaskan Native,"(26.123444, -81.33313)"
6945,FL,Duval County,107.9,Overall,American Indian and Alaskan Native,"(30.32506, -81.686521)"
6946,FL,Escambia County,243.1,Overall,American Indian and Alaskan Native,"(30.700541, -87.3627)"
6955,FL,Hendry County,192.8,Overall,American Indian and Alaskan Native,"(26.555574, -81.166212)"
6958,FL,Hillsborough County,166.2,Overall,American Indian and Alaskan Native,"(27.930572, -82.306883)"
6964,FL,Lake County,158.9,Overall,American Indian and Alaskan Native,"(28.766819, -81.704198)"
6971,FL,Marion County,201.5,Overall,American Indian and Alaskan Native,"(29.210149, -82.056158)"
6978,FL,Orange County,118.4,Overall,American Indian and Alaskan Native,"(28.510737, -81.324829)"
6981,FL,Pasco County,127.6,Overall,American Indian and Alaskan Native,"(28.309881, -82.386594)"
6982,FL,Pinellas County,158.1,Overall,American Indian and Alaskan Native,"(27.938988, -82.725335)"
6983,FL,Polk County,52.6,Overall,American Indian and Alaskan Native,"(27.946248, -81.700632)"
6987,FL,Santa Rosa County,178.5,Overall,American Indian and Alaskan Native,"(30.733193, -87.011629)"
6990,FL,Sumter County,105.4,Overall,American Indian and Alaskan Native,"(28.702429, -82.077825)"
6994,FL,Volusia County,128.5,Overall,American Indian and Alaskan Native,"(29.056633, -81.196249)"
7107,GA,Bacon County,466.7,Overall,Overall,"(31.554367, -82.451623)"
7128,GA,Baker County,331.3,Overall,Overall,"(31.329694, -84.436317)"
7134,FL,Florida,290.9,Overall,Overall,"(28.6588, -82.497)"
7135,FL,Florida,371.6,Male,Overall,"(28.6588, -82.497)"
7136,FL,Florida,224.0,Female,Overall,"(28.6588, -82.497)"
7137,FL,Florida,299.3,Overall,White,"(28.6588, -82.497)"
7138,FL,Florida,384.1,Male,White,"(28.6588, -82.497)"
7139,FL,Florida,226.1,Female,White,"(28.6588, -82.497)"
7140,FL,Florida,334.3,Overall,Black,"(28.6588, -82.497)"
7141,FL,Florida,408.6,Male,Black,"(28.6588, -82.497)"
7142,FL,Florida,277.0,Female,Black,"(28.6588, -82.497)"
7143,FL,Florida,244.4,Overall,Hispanic,"(28.6588, -82.497)"
7144,FL,Florida,313.7,Male,Hispanic,"(28.6588, -82.497)"
7145,FL,Florida,193.3,Female,Hispanic,"(28.6588, -82.497)"
7146,FL,Florida,147.3,Overall,Asian and Pacific Islander,"(28.6588, -82.497)"
7147,FL,Florida,191.0,Male,Asian and Pacific Islander,"(28.6588, -82.497)"
7148,FL,Florida,114.0,Female,Asian and Pacific Islander,"(28.6588, -82.497)"
7149,FL,Florida,138.1,Overall,American Indian and Alaskan Native,"(28.6588, -82.497)"
7150,FL,Florida,169.5,Male,American Indian and Alaskan Native,"(28.6588, -82.497)"
7151,FL,Florida,110.3,Female,American Indian and Alaskan Native,"(28.6588, -82.497)"
7152,GA,Appling County,513.2,Overall,Overall,"(31.748663, -82.283956)"
7153,GA,Baldwin County,446.7,Overall,Overall,"(33.064364, -83.243471)"
7154,GA,Banks County,326.1,Overall,Overall,"(34.355542, -83.499634)"
7155,GA,Barrow County,314.3,Overall,Overall,"(33.99756, -83.711007)"
7156,GA,Bartow County,369.0,Overall,Overall,"(34.238748, -84.837627)"
7157,GA,Ben Hill County,459.6,Overall,Overall,"(31.759115, -83.217967)"
7158,GA,Berrien County,441.6,Overall,Overall,"(31.274432, -83.227303)"
7159,GA,Bibb County,524.8,Overall,Overall,"(32.800134, -83.693607)"
7160,GA,Bleckley County,361.1,Overall,Overall,"(32.43103, -83.321963)"
7161,GA,Brantley County,412.6,Overall,Overall,"(31.196277, -81.975859)"
7162,GA,Brooks County,382.7,Overall,Overall,"(30.841494, -83.578247)"
7163,GA,Bryan County,346.6,Overall,Overall,"(32.022847, -81.44913)"
7164,GA,Bulloch County,341.6,Overall,Overall,"(32.395564, -81.738706)"
7165,GA,Burke County,426.9,Overall,Overall,"(33.058719, -82.000822)"
7166,GA,Butts County,381.0,Overall,Overall,"(33.293661, -83.955769)"
7167,GA,Calhoun County,372.5,Overall,Overall,"(31.527446, -84.620698)"
7168,GA,Camden County,373.1,Overall,Overall,"(30.931133, -81.680704)"
7169,GA,Candler County,454.3,Overall,Overall,"(32.399598, -82.070659)"
7170,GA,Carroll County,436.4,Overall,Overall,"(33.579697, -85.074917)"
7171,GA,Catoosa County,366.9,Overall,Overall,"(34.903968, -85.131447)"
7172,GA,Charlton County,330.2,Overall,Overall,"(30.786873, -82.135674)"
7173,GA,Chatham County,349.2,Overall,Overall,"(32.012553, -81.152775)"
7174,GA,Chattahoochee County,523.2,Overall,Overall,"(32.343241, -84.782888)"
7175,GA,Chattooga County,498.5,Overall,Overall,"(34.473833, -85.342232)"
7176,GA,Cherokee County,282.7,Overall,Overall,"(34.249463, -84.474399)"
7177,GA,Clarke County,330.3,Overall,Overall,"(33.959043, -83.370467)"
7178,GA,Clay County,423.5,Overall,Overall,"(31.626755, -84.976685)"
7179,GA,Clayton County,381.8,Overall,Overall,"(33.545449, -84.349814)"
7180,GA,Clinch County,411.1,Overall,Overall,"(30.915284, -82.703783)"
7181,GA,Cobb County,272.4,Overall,Overall,"(33.948335, -84.570761)"
7182,GA,Coffee County,357.0,Overall,Overall,"(31.548717, -82.851343)"
7183,GA,Colquitt County,404.2,Overall,Overall,"(31.18585, -83.767616)"
7184,GA,Columbia County,298.9,Overall,Overall,"(33.549892, -82.269178)"
7185,GA,Cook County,431.8,Overall,Overall,"(31.154968, -83.430456)"
7186,GA,Coweta County,385.8,Overall,Overall,"(33.35135, -84.753872)"
7187,GA,Crawford County,395.1,Overall,Overall,"(32.707219, -83.979843)"
7188,GA,Crisp County,478.3,Overall,Overall,"(31.919624, -83.767576)"
7189,GA,Dade County,469.0,Overall,Overall,"(34.853552, -85.502602)"
7190,GA,Dawson County,308.2,Overall,Overall,"(34.441935, -84.169031)"
7191,GA,Decatur County,370.5,Overall,Overall,"(30.881035, -84.574493)"
7192,GA,DeKalb County,263.9,Overall,Overall,"(33.76995, -84.22092)"
7193,GA,Dodge County,415.8,Overall,Overall,"(32.167054, -83.164253)"
7194,GA,Dooly County,368.5,Overall,Overall,"(32.157713, -83.794125)"
7195,GA,Dougherty County,363.7,Overall,Overall,"(31.534644, -84.20708)"
7196,GA,Douglas County,375.6,Overall,Overall,"(33.703456, -84.76449)"
7197,GA,Early County,411.5,Overall,Overall,"(31.324789, -84.897323)"
7198,GA,Echols County,387.3,Overall,Overall,"(30.708397, -82.890649)"
7199,GA,Effingham County,352.3,Overall,Overall,"(32.366536, -81.33836)"
7200,GA,Elbert County,419.3,Overall,Overall,"(34.116986, -82.842311)"
7201,GA,Emanuel County,453.1,Overall,Overall,"(32.585695, -82.302058)"
7202,GA,Evans County,436.5,Overall,Overall,"(32.154853, -81.88447)"
7203,GA,Fannin County,340.4,Overall,Overall,"(34.862762, -84.31965)"
7204,GA,Fayette County,271.5,Overall,Overall,"(33.416638, -84.480353)"
7205,GA,Floyd County,437.7,Overall,Overall,"(34.266047, -85.211582)"
7206,GA,Forsyth County,258.3,Overall,Overall,"(34.228299, -84.125126)"
7207,GA,Franklin County,412.1,Overall,Overall,"(34.375788, -83.232896)"
7208,GA,Fulton County,310.8,Overall,Overall,"(33.790015, -84.46373)"
7209,GA,Gilmer County,337.1,Overall,Overall,"(34.688044, -84.453662)"
7210,GA,Glascock County,404.9,Overall,Overall,"(33.230994, -82.609382)"
7211,GA,Glynn County,349.8,Overall,Overall,"(31.248431, -81.558246)"
7212,GA,Gordon County,410.4,Overall,Overall,"(34.50194, -84.875779)"
7213,GA,Grady County,379.8,Overall,Overall,"(30.876608, -84.227204)"
7214,GA,Greene County,298.7,Overall,Overall,"(33.578999, -83.16409)"
7215,GA,Gwinnett County,268.1,Overall,Overall,"(33.963322, -84.022519)"
7216,GA,Habersham County,283.5,Overall,Overall,"(34.62748, -83.532079)"
7217,GA,Hall County,280.7,Overall,Overall,"(34.318744, -83.816851)"
7218,GA,Hancock County,387.1,Overall,Overall,"(33.271836, -82.998844)"
7219,GA,Haralson County,440.9,Overall,Overall,"(33.793278, -85.206781)"
7220,GA,Harris County,331.1,Overall,Overall,"(32.734161, -84.907237)"
7221,GA,Hart County,358.8,Overall,Overall,"(34.351897, -82.967658)"
7222,GA,Heard County,369.5,Overall,Overall,"(33.295723, -85.122579)"
7223,GA,Henry County,333.5,Overall,Overall,"(33.45538, -84.151325)"
7224,GA,Houston County,354.4,Overall,Overall,"(32.458931, -83.662132)"
7225,GA,Irwin County,403.7,Overall,Overall,"(31.60371, -83.278443)"
7226,GA,Jackson County,325.5,Overall,Overall,"(34.141977, -83.566266)"
7227,GA,Jasper County,396.6,Overall,Overall,"(33.318369, -83.685414)"
7228,GA,Jeff Davis County,683.0,Overall,Overall,"(31.801325, -82.633199)"
7229,GA,Jefferson County,423.4,Overall,Overall,"(33.058759, -82.417474)"
7230,GA,Jenkins County,401.1,Overall,Overall,"(32.788618, -81.96367)"
7231,GA,Johnson County,374.8,Overall,Overall,"(32.700547, -82.659709)"
7232,GA,Jones County,298.6,Overall,Overall,"(33.022001, -83.55499)"
7233,GA,Lamar County,426.0,Overall,Overall,"(33.076607, -84.134323)"
7234,GA,Lanier County,418.6,Overall,Overall,"(31.040768, -83.05912)"
7235,GA,Laurens County,394.9,Overall,Overall,"(32.461175, -82.920825)"
7236,GA,Lee County,388.5,Overall,Overall,"(31.77848, -84.143432)"
7237,GA,Liberty County,303.6,Overall,Overall,"(31.836451, -81.502383)"
7238,GA,Lincoln County,412.9,Overall,Overall,"(33.793618, -82.454479)"
7239,GA,Long County,441.4,Overall,Overall,"(31.75524, -81.746588)"
7240,GA,Lowndes County,414.8,Overall,Overall,"(30.832846, -83.262882)"
7241,GA,Lumpkin County,293.7,Overall,Overall,"(34.565301, -84.002071)"
7242,GA,McDuffie County,366.2,Overall,Overall,"(33.484846, -82.479361)"
7243,GA,McIntosh County,224.0,Overall,Overall,"(31.50278, -81.413171)"
7244,GA,Macon County,441.2,Overall,Overall,"(32.353139, -84.038456)"
7245,GA,Madison County,404.4,Overall,Overall,"(34.131068, -83.207903)"
7246,GA,Marion County,455.3,Overall,Overall,"(32.351383, -84.522681)"
7247,GA,Meriwether County,452.5,Overall,Overall,"(33.035668, -84.681279)"
7248,GA,Miller County,357.7,Overall,Overall,"(31.165622, -84.721741)"
7249,GA,Mitchell County,412.9,Overall,Overall,"(31.225589, -84.191263)"
7250,GA,Monroe County,393.7,Overall,Overall,"(33.011558, -83.913729)"
7251,GA,Montgomery County,500.9,Overall,Overall,"(32.171092, -82.527126)"
7252,GA,Morgan County,435.5,Overall,Overall,"(33.589865, -83.488941)"
7253,GA,Murray County,432.2,Overall,Overall,"(34.786379, -84.744625)"
7254,GA,Muscogee County,467.2,Overall,Overall,"(32.507301, -84.869531)"
7255,GA,Newton County,371.0,Overall,Overall,"(33.559153, -83.850388)"
7256,GA,Oconee County,275.1,Overall,Overall,"(33.833529, -83.43575)"
7257,GA,Oglethorpe County,297.6,Overall,Overall,"(33.880123, -83.084215)"
7258,GA,Paulding County,306.1,Overall,Overall,"(33.922749, -84.861338)"
7259,GA,Peach County,466.1,Overall,Overall,"(32.560174, -83.823099)"
7260,GA,Pickens County,365.3,Overall,Overall,"(34.463384, -84.464258)"
7261,GA,Pierce County,455.7,Overall,Overall,"(31.361269, -82.207948)"
7262,GA,Pike County,304.8,Overall,Overall,"(33.091671, -84.385542)"
7263,GA,Polk County,507.2,Overall,Overall,"(34.006536, -85.186583)"
7264,GA,Pulaski County,413.4,Overall,Overall,"(32.230327, -83.473887)"
7265,GA,Putnam County,377.6,Overall,Overall,"(33.320735, -83.368776)"
7266,GA,Quitman County,438.8,Overall,Overall,"(31.867265, -85.016891)"
7267,GA,Rabun County,315.7,Overall,Overall,"(34.878575, -83.404495)"
7268,GA,Randolph County,382.1,Overall,Overall,"(31.762333, -84.749286)"
7269,GA,Richmond County,416.1,Overall,Overall,"(33.36484, -82.073958)"
7270,GA,Rockdale County,283.9,Overall,Overall,"(33.656331, -84.022149)"
7271,GA,Schley County,405.2,Overall,Overall,"(32.257921, -84.309529)"
7272,GA,Screven County,409.7,Overall,Overall,"(32.748102, -81.609895)"
7273,GA,Seminole County,374.1,Overall,Overall,"(30.93722, -84.867282)"
7274,GA,Spalding County,390.3,Overall,Overall,"(33.261971, -84.281636)"
7275,GA,Stephens County,382.2,Overall,Overall,"(34.5486, -83.293198)"
7276,GA,Stewart County,370.0,Overall,Overall,"(32.075183, -84.834557)"
7277,GA,Sumter County,425.7,Overall,Overall,"(32.036727, -84.192659)"
7278,GA,Talbot County,426.7,Overall,Overall,"(32.695105, -84.524459)"
7279,GA,Taliaferro County,408.4,Overall,Overall,"(33.567446, -82.877124)"
7280,GA,Tattnall County,478.9,Overall,Overall,"(32.04326, -82.056101)"
7281,GA,Taylor County,410.4,Overall,Overall,"(32.551165, -84.243582)"
7282,GA,Telfair County,423.2,Overall,Overall,"(31.924467, -82.936784)"
7283,GA,Terrell County,380.5,Overall,Overall,"(31.775442, -84.434295)"
7284,GA,Thomas County,329.6,Overall,Overall,"(30.863648, -83.914384)"
7285,GA,Tift County,450.8,Overall,Overall,"(31.457061, -83.522379)"
7286,GA,Toombs County,477.8,Overall,Overall,"(32.117368, -82.326351)"
7287,GA,Towns County,286.7,Overall,Overall,"(34.915843, -83.740229)"
7288,GA,Treutlen County,384.3,Overall,Overall,"(32.399692, -82.566648)"
7289,GA,Troup County,394.6,Overall,Overall,"(33.032029, -85.023675)"
7290,GA,Turner County,474.4,Overall,Overall,"(31.714702, -83.621593)"
7291,GA,Twiggs County,558.7,Overall,Overall,"(32.661252, -83.423009)"
7292,GA,Union County,293.4,Overall,Overall,"(34.82706, -83.99024)"
7293,GA,Upson County,521.6,Overall,Overall,"(32.877036, -84.296242)"
7294,GA,Walker County,595.6,Overall,Overall,"(34.732675, -85.299148)"
7295,GA,Walton County,387.9,Overall,Overall,"(33.782793, -83.732178)"
7296,GA,Ware County,425.2,Overall,Overall,"(31.054943, -82.422449)"
7297,GA,Warren County,415.8,Overall,Overall,"(33.414236, -82.676196)"
7298,GA,Washington County,398.7,Overall,Overall,"(32.967711, -82.795523)"
7299,GA,Wayne County,476.7,Overall,Overall,"(31.549785, -81.910739)"
7300,GA,Webster County,415.4,Overall,Overall,"(32.047163, -84.546422)"
7301,GA,Wheeler County,418.4,Overall,Overall,"(32.115709, -82.721742)"
7302,GA,White County,283.2,Overall,Overall,"(34.64322, -83.747028)"
7303,GA,Whitfield County,321.1,Overall,Overall,"(34.805301, -84.960519)"
7304,GA,Wilcox County,474.1,Overall,Overall,"(31.969068, -83.428103)"
7305,GA,Wilkes County,436.0,Overall,Overall,"(33.784267, -82.746016)"
7306,GA,Wilkinson County,488.1,Overall,Overall,"(32.7983, -83.172803)"
7307,GA,Worth County,370.6,Overall,Overall,"(31.549744, -83.84832)"
7308,GA,Appling County,604.8,Male,Overall,"(31.748663, -82.283956)"
7309,GA,Atkinson County,469.1,Male,Overall,"(31.298492, -82.875279)"
7310,GA,Bacon County,589.2,Male,Overall,"(31.554367, -82.451623)"
7311,GA,Baker County,375.2,Male,Overall,"(31.329694, -84.436317)"
7312,GA,Baldwin County,493.4,Male,Overall,"(33.064364, -83.243471)"
7313,GA,Banks County,382.0,Male,Overall,"(34.355542, -83.499634)"
7314,GA,Barrow County,368.8,Male,Overall,"(33.99756, -83.711007)"
7315,GA,Bartow County,426.5,Male,Overall,"(34.238748, -84.837627)"
7316,GA,Ben Hill County,581.6,Male,Overall,"(31.759115, -83.217967)"
7317,GA,Berrien County,606.7,Male,Overall,"(31.274432, -83.227303)"
7318,GA,Bibb County,681.5,Male,Overall,"(32.800134, -83.693607)"
7319,GA,Bleckley County,451.2,Male,Overall,"(32.43103, -83.321963)"
7320,GA,Brantley County,511.3,Male,Overall,"(31.196277, -81.975859)"
7321,GA,Brooks County,458.1,Male,Overall,"(30.841494, -83.578247)"
7322,GA,Bryan County,448.3,Male,Overall,"(32.022847, -81.44913)"
7323,GA,Bulloch County,396.1,Male,Overall,"(32.395564, -81.738706)"
7324,GA,Burke County,530.6,Male,Overall,"(33.058719, -82.000822)"
7325,GA,Butts County,452.0,Male,Overall,"(33.293661, -83.955769)"
7326,GA,Calhoun County,452.1,Male,Overall,"(31.527446, -84.620698)"
7327,GA,Camden County,467.6,Male,Overall,"(30.931133, -81.680704)"
7328,GA,Candler County,606.6,Male,Overall,"(32.399598, -82.070659)"
7329,GA,Carroll County,578.8,Male,Overall,"(33.579697, -85.074917)"
7330,GA,Catoosa County,465.7,Male,Overall,"(34.903968, -85.131447)"
7331,GA,Charlton County,399.7,Male,Overall,"(30.786873, -82.135674)"
7332,GA,Chatham County,452.4,Male,Overall,"(32.012553, -81.152775)"
7333,GA,Chattahoochee County,588.9,Male,Overall,"(32.343241, -84.782888)"
7334,GA,Chattooga County,635.1,Male,Overall,"(34.473833, -85.342232)"
7335,GA,Cherokee County,369.3,Male,Overall,"(34.249463, -84.474399)"
7336,GA,Clarke County,440.7,Male,Overall,"(33.959043, -83.370467)"
7337,GA,Clay County,552.2,Male,Overall,"(31.626755, -84.976685)"
7338,GA,Clayton County,497.8,Male,Overall,"(33.545449, -84.349814)"
7339,GA,Clinch County,486.4,Male,Overall,"(30.915284, -82.703783)"
7340,GA,Cobb County,348.3,Male,Overall,"(33.948335, -84.570761)"
7341,GA,Coffee County,386.9,Male,Overall,"(31.548717, -82.851343)"
7342,GA,Colquitt County,556.0,Male,Overall,"(31.18585, -83.767616)"
7343,GA,Columbia County,398.1,Male,Overall,"(33.549892, -82.269178)"
7344,GA,Cook County,546.4,Male,Overall,"(31.154968, -83.430456)"
7345,GA,Coweta County,453.5,Male,Overall,"(33.35135, -84.753872)"
7346,GA,Crawford County,523.8,Male,Overall,"(32.707219, -83.979843)"
7347,GA,Crisp County,574.8,Male,Overall,"(31.919624, -83.767576)"
7348,GA,Dade County,592.0,Male,Overall,"(34.853552, -85.502602)"
7349,GA,Dawson County,364.0,Male,Overall,"(34.441935, -84.169031)"
7350,GA,Decatur County,472.7,Male,Overall,"(30.881035, -84.574493)"
7351,GA,DeKalb County,326.3,Male,Overall,"(33.76995, -84.22092)"
7352,GA,Dodge County,526.5,Male,Overall,"(32.167054, -83.164253)"
7353,GA,Dooly County,454.9,Male,Overall,"(32.157713, -83.794125)"
7354,GA,Dougherty County,433.4,Male,Overall,"(31.534644, -84.20708)"
