State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
DE,DE,2015,April,Number of Drug Overdose Deaths,200,201,100,0,
DE,DE,2015,May,Number of Drug Overdose Deaths,195,196,100,0,
DE,DE,2015,June,Number of Drug Overdose Deaths,199,200,100,0,
DE,DE,2015,July,Number of Drug Overdose Deaths,202,203,100,0,
DE,DE,2015,August,Number of Drug Overdose Deaths,192,193,100,0,
DE,DE,2015,September,Number of Drug Overdose Deaths,201,202,100,0,
DE,DE,2015,October,Number of Drug Overdose Deaths,187,188,100,0,
DE,DE,2015,November,Number of Drug Overdose Deaths,194,195,100,0,
DE,DE,2015,December,Number of Drug Overdose Deaths,195,196,100,0,
DE,DE,2016,January,Number of Drug Overdose Deaths,181,182,100,0,
DE,DE,2016,February,Number of Drug Overdose Deaths,189,190,100,0,
DE,DE,2016,March,Number of Drug Overdose Deaths,188,189,100,0,
DE,DE,2016,April,Number of Drug Overdose Deaths,199,200,100,0,
DE,DE,2016,May,Number of Drug Overdose Deaths,216,217,100,0,
DE,DE,2016,June,Number of Drug Overdose Deaths,221,222,100,0,
DE,DE,2016,July,Number of Drug Overdose Deaths,233,234,100,0,
DE,DE,2016,August,Number of Drug Overdose Deaths,245,246,100,0,
DE,DE,2016,September,Number of Drug Overdose Deaths,245,246,100,0,
DE,DE,2016,October,Number of Drug Overdose Deaths,254,255,100,0,
DE,DE,2016,November,Number of Drug Overdose Deaths,268,269,100,0,
DE,DE,2016,December,Number of Drug Overdose Deaths,285,286,100,0,
DE,DE,2017,January,Number of Drug Overdose Deaths,310,309,100,0,Underreported due to incomplete data
DE,DE,2017,February,Number of Drug Overdose Deaths,309,309,100,0,Underreported due to incomplete data
DE,DE,2017,March,Number of Drug Overdose Deaths,312,312,100,0,Underreported due to incomplete data
DE,DE,2017,April,Number of Drug Overdose Deaths,313,313,100,0,Underreported due to incomplete data
DE,DE,2017,May,Number of Drug Overdose Deaths,310,310,100,0,Underreported due to incomplete data
DE,DE,2017,June,Number of Drug Overdose Deaths,313,315,100,0,Underreported due to incomplete data
DE,DE,2017,July,Number of Drug Overdose Deaths,320,322,100,0,Underreported due to incomplete data
DE,DE,2017,August,Number of Drug Overdose Deaths,327,331,100,0,Underreported due to incomplete data
DE,DE,2017,September,Number of Drug Overdose Deaths,330,334,100,0,Underreported due to incomplete data
DE,DE,2017,October,Number of Drug Overdose Deaths,339,342,100,0,Underreported due to incomplete data
DE,DE,2017,November,Number of Drug Overdose Deaths,346,348,100,0,Underreported due to incomplete data
DE,DE,2017,December,Number of Drug Overdose Deaths,342,342,100,0,Underreported due to incomplete data
DE,DE,2018,January,Number of Drug Overdose Deaths,331,330,100,0,Underreported due to incomplete data
DE,DE,2018,February,Number of Drug Overdose Deaths,339,339,100,0,Underreported due to incomplete data
DE,DE,2018,March,Number of Drug Overdose Deaths,354,354,100,0,Underreported due to incomplete data
DE,DE,2018,April,Number of Drug Overdose Deaths,360,360,100,0,Underreported due to incomplete data
FL,FL,2015,January,Number of Deaths,189170,,100,0.0348892530528096,
FL,FL,2015,February,Number of Deaths,190591,,100,0.0341044435466523,
FL,FL,2015,March,Number of Deaths,191745,,100,0.0333776630420611,
FL,FL,2015,April,Number of Deaths,192268,,100,0.0322466557097385,
FL,FL,2015,May,Number of Deaths,193067,,100,0.0331491140381318,
FL,FL,2015,June,Number of Deaths,193387,,100,0.0315429682450216,
FL,FL,2015,July,Number of Deaths,193875,,100,0.0314635718891038,
FL,FL,2015,August,Number of Deaths,194364,,100,0.0288119199028627,
FL,FL,2015,September,Number of Deaths,195097,,100,0.0276785393932249,
FL,FL,2015,October,Number of Deaths,195599,,100,0.0301637533934223,
FL,FL,2015,November,Number of Deaths,195311,,100,0.0327682516601728,
FL,FL,2015,December,Number of Deaths,194297,,100,0.0365419949870559,
FL,FL,2016,January,Number of Deaths,193810,,100,0.0376657551209948,
FL,FL,2016,February,Number of Deaths,194386,,100,0.038068585186176,
FL,FL,2016,March,Number of Deaths,195215,,100,0.0389314345721384,
FL,FL,2016,April,Number of Deaths,195883,,100,0.040840705931602,
FL,FL,2016,May,Number of Deaths,196050,,100,0.0423361387401173,
FL,FL,2016,June,Number of Deaths,196273,,100,0.0453450041523796,
FL,FL,2016,July,Number of Deaths,196733,,100,0.0472721912439703,
FL,FL,2016,August,Number of Deaths,197300,,100,0.0516979219462747,
FL,FL,2016,September,Number of Deaths,197602,,100,0.0526310462444712,
FL,FL,2016,October,Number of Deaths,198220,,100,0.0549894057108264,
FL,FL,2016,November,Number of Deaths,199256,,100,0.054703497008873,
FL,FL,2016,December,Number of Deaths,199964,,100,0.0470084615230742,
FL,FL,2017,January,Number of Deaths,200883,,100,0.0462956049043473,Underreported due to incomplete data
FL,FL,2017,February,Number of Deaths,200708,,100,0.0458377344201527,Underreported due to incomplete data
FL,FL,2017,March,Number of Deaths,200881,,100,0.0448026443516311,Underreported due to incomplete data
FL,FL,2017,April,Number of Deaths,201341,,100,0.0432102751054182,Underreported due to incomplete data
FL,FL,2017,May,Number of Deaths,201706,,100,0.0416447701109536,Underreported due to incomplete data
FL,FL,2017,June,Number of Deaths,202314,,100,0.0405310556857163,Underreported due to incomplete data
FL,FL,2017,July,Number of Deaths,202400,,100,0.0385375494071146,Underreported due to incomplete data
FL,FL,2017,August,Number of Deaths,202940,,100,0.0374494924608259,Underreported due to incomplete data
FL,FL,2017,September,Number of Deaths,203978,,100,0.0421614095637765,Underreported due to incomplete data
FL,FL,2017,October,Number of Deaths,204665,,100,0.0473945227567,Underreported due to incomplete data
FL,FL,2017,November,Number of Deaths,205023,,100,0.0512137662603708,Underreported due to incomplete data
FL,FL,2017,December,Number of Deaths,206174,,100,0.0649936461435487,Underreported due to incomplete data
FL,FL,2018,January,Number of Deaths,208174,,100,0.0667710665116681,Underreported due to incomplete data
FL,FL,2018,February,Number of Deaths,208898,,100,0.0727627837509215,Underreported due to incomplete data
FL,FL,2018,March,Number of Deaths,208929,,100,0.0799314599696548,Underreported due to incomplete data
FL,FL,2018,April,Number of Deaths,208896,,100,0.0986136642156863,Underreported due to incomplete data
FL,FL,2015,January,Number of Drug Overdose Deaths,2755,2781,100,0.0348892530528096,
FL,FL,2015,February,Number of Drug Overdose Deaths,2824,2851,100,0.0341044435466523,
FL,FL,2015,March,Number of Drug Overdose Deaths,2862,2889,100,0.0333776630420611,
FL,FL,2015,April,Number of Drug Overdose Deaths,2886,2912,100,0.0322466557097385,
FL,FL,2015,May,Number of Drug Overdose Deaths,2958,2985,100,0.0331491140381318,
FL,FL,2015,June,Number of Drug Overdose Deaths,2983,3010,100,0.0315429682450216,
FL,FL,2015,July,Number of Drug Overdose Deaths,3117,3145,100,0.0314635718891038,
FL,FL,2015,August,Number of Drug Overdose Deaths,3204,3231,100,0.0288119199028627,
FL,FL,2015,September,Number of Drug Overdose Deaths,3270,3297,100,0.0276785393932249,
FL,FL,2015,October,Number of Drug Overdose Deaths,3341,3370,100,0.0301637533934223,
FL,FL,2015,November,Number of Drug Overdose Deaths,3340,3371,100,0.0327682516601728,
FL,FL,2015,December,Number of Drug Overdose Deaths,3352,3385,100,0.0365419949870559,
FL,FL,2016,January,Number of Drug Overdose Deaths,3324,3357,100,0.0376657551209948,
FL,FL,2016,February,Number of Drug Overdose Deaths,3401,3435,100,0.038068585186176,
FL,FL,2016,March,Number of Drug Overdose Deaths,3596,3633,100,0.0389314345721384,
FL,FL,2016,April,Number of Drug Overdose Deaths,3703,3742,100,0.040840705931602,
FL,FL,2016,May,Number of Drug Overdose Deaths,3759,3800,100,0.0423361387401173,
FL,FL,2016,June,Number of Drug Overdose Deaths,3843,3886,100,0.0453450041523796,
FL,FL,2016,July,Number of Drug Overdose Deaths,3973,4019,100,0.0472721912439703,
FL,FL,2016,August,Number of Drug Overdose Deaths,4091,4142,100,0.0516979219462747,
FL,FL,2016,September,Number of Drug Overdose Deaths,4279,4333,100,0.0526310462444712,
FL,FL,2016,October,Number of Drug Overdose Deaths,4579,4638,100,0.0549894057108264,
FL,FL,2016,November,Number of Drug Overdose Deaths,4836,4898,100,0.054703497008873,
FL,FL,2016,December,Number of Drug Overdose Deaths,4996,5054,100,0.0470084615230742,
FL,FL,2017,January,Number of Drug Overdose Deaths,5179,5196,100,0.0462956049043473,Underreported due to incomplete data
FL,FL,2017,February,Number of Drug Overdose Deaths,5230,5266,100,0.0458377344201527,Underreported due to incomplete data
FL,FL,2017,March,Number of Drug Overdose Deaths,5287,5323,100,0.0448026443516311,Underreported due to incomplete data
FL,FL,2017,April,Number of Drug Overdose Deaths,5386,5426,100,0.0432102751054182,Underreported due to incomplete data
FL,FL,2017,May,Number of Drug Overdose Deaths,5535,5574,100,0.0416447701109536,Underreported due to incomplete data
FL,FL,2017,June,Number of Drug Overdose Deaths,5676,5736,100,0.0405310556857163,Underreported due to incomplete data
FL,FL,2017,July,Number of Drug Overdose Deaths,5602,5672,100,0.0385375494071146,Underreported due to incomplete data
FL,FL,2017,August,Number of Drug Overdose Deaths,5627,5722,100,0.0374494924608259,Underreported due to incomplete data
FL,FL,2017,September,Number of Drug Overdose Deaths,5592,5684,100,0.0421614095637765,Underreported due to incomplete data
FL,FL,2017,October,Number of Drug Overdose Deaths,5475,5558,100,0.0473945227567,Underreported due to incomplete data
FL,FL,2017,November,Number of Drug Overdose Deaths,5415,5484,100,0.0512137662603708,Underreported due to incomplete data
FL,FL,2017,December,Number of Drug Overdose Deaths,5440,5487,100,0.0649936461435487,Underreported due to incomplete data
FL,FL,2018,January,Number of Drug Overdose Deaths,5451,5487,100,0.0667710665116681,Underreported due to incomplete data
FL,FL,2018,February,Number of Drug Overdose Deaths,5413,5475,100,0.0727627837509215,Underreported due to incomplete data
FL,FL,2018,March,Number of Drug Overdose Deaths,5283,5351,100,0.0799314599696548,Underreported due to incomplete data
FL,FL,2018,April,Number of Drug Overdose Deaths,5247,5336,100,0.0986136642156863,Underreported due to incomplete data
GA,GA,2015,January,Number of Deaths,77687,,100,0.087530732297553,
GA,GA,2015,February,Number of Deaths,78215,,100,0.0933324809819088,
GA,GA,2015,March,Number of Deaths,78805,,100,0.0913647611192183,
GA,GA,2015,April,Number of Deaths,79111,,100,0.0985956440950058,
GA,GA,2015,May,Number of Deaths,79186,,100,0.0997651099941909,
GA,GA,2015,June,Number of Deaths,79559,,100,0.0917558038688269,
GA,GA,2015,July,Number of Deaths,79994,,100,0.0887566567492562,
GA,GA,2015,August,Number of Deaths,80081,,100,0.0811678175846955,
GA,GA,2015,September,Number of Deaths,80392,,100,0.0771221017016619,
GA,GA,2015,October,Number of Deaths,80715,,100,0.0830081149724339,
GA,GA,2015,November,Number of Deaths,80919,,100,0.0766198297062495,
GA,GA,2015,December,Number of Deaths,80541,,100,0.0794626339379943,
GA,GA,2016,January,Number of Deaths,80247,,100,0.0785076077610378,
GA,GA,2016,February,Number of Deaths,80280,,100,0.0734927752864973,
GA,GA,2016,March,Number of Deaths,80292,,100,0.0722363373686046,
GA,GA,2016,April,Number of Deaths,80405,,100,0.0646725949878739,
GA,GA,2016,May,Number of Deaths,80430,,100,0.0671391271913465,
GA,GA,2016,June,Number of Deaths,80535,,100,0.075743465573974,
GA,GA,2016,July,Number of Deaths,80602,,100,0.075680504205851,
GA,GA,2016,August,Number of Deaths,81003,,100,0.0765403750478377,
GA,GA,2016,September,Number of Deaths,81280,,100,0.077509842519685,
GA,GA,2016,October,Number of Deaths,81277,,100,0.0725912619806341,
GA,GA,2016,November,Number of Deaths,81392,,100,0.0774031845881659,
GA,GA,2016,December,Number of Deaths,81783,,100,0.084369612266608,
GA,GA,2017,January,Number of Deaths,82151,,100,0.0803398619615099,Underreported due to incomplete data
GA,GA,2017,February,Number of Deaths,82145,,100,0.0791283705642462,Underreported due to incomplete data
GA,GA,2017,March,Number of Deaths,82438,,100,0.0764210679540988,Underreported due to incomplete data
GA,GA,2017,April,Number of Deaths,82590,,100,0.0799128223755903,Underreported due to incomplete data
GA,GA,2017,May,Number of Deaths,82815,,100,0.0796957072994023,Underreported due to incomplete data
GA,GA,2017,June,Number of Deaths,82949,,100,0.0795669628325839,Underreported due to incomplete data
GA,GA,2017,July,Number of Deaths,83091,,100,0.0842449844146779,Underreported due to incomplete data
GA,GA,2017,August,Number of Deaths,83126,,100,0.0914274715492144,Underreported due to incomplete data
GA,GA,2017,September,Number of Deaths,83204,,100,0.0913417624152685,Underreported due to incomplete data
GA,GA,2017,October,Number of Deaths,83593,,100,0.0921129759668872,Underreported due to incomplete data
GA,GA,2017,November,Number of Deaths,83670,,100,0.0872475200191228,Underreported due to incomplete data
GA,GA,2017,December,Number of Deaths,83685,,100,0.0824520523391289,Underreported due to incomplete data
GA,GA,2018,January,Number of Deaths,84828,,100,0.0860564907813458,Underreported due to incomplete data
GA,GA,2018,February,Number of Deaths,85210,,100,0.0915385518131675,Underreported due to incomplete data
GA,GA,2018,March,Number of Deaths,85054,,100,0.0999365109224728,Underreported due to incomplete data
GA,GA,2018,April,Number of Deaths,85137,,100,0.103362815227222,Underreported due to incomplete data
GA,GA,2015,January,Number of Drug Overdose Deaths,1206,1229,100,0.087530732297553,
GA,GA,2015,February,Number of Drug Overdose Deaths,1235,1260,100,0.0933324809819088,
GA,GA,2015,March,Number of Drug Overdose Deaths,1257,1282,100,0.0913647611192183,
GA,GA,2015,April,Number of Drug Overdose Deaths,1270,1296,100,0.0985956440950058,
GA,GA,2015,May,Number of Drug Overdose Deaths,1289,1316,100,0.0997651099941909,
GA,GA,2015,June,Number of Drug Overdose Deaths,1311,1337,100,0.0917558038688269,
GA,GA,2015,July,Number of Drug Overdose Deaths,1330,1355,100,0.0887566567492562,
GA,GA,2015,August,Number of Drug Overdose Deaths,1327,1351,100,0.0811678175846955,
GA,GA,2015,September,Number of Drug Overdose Deaths,1314,1336,100,0.0771221017016619,
GA,GA,2015,October,Number of Drug Overdose Deaths,1337,1361,100,0.0830081149724339,
GA,GA,2015,November,Number of Drug Overdose Deaths,1315,1337,100,0.0766198297062495,
GA,GA,2015,December,Number of Drug Overdose Deaths,1308,1331,100,0.0794626339379943,
GA,GA,2016,January,Number of Drug Overdose Deaths,1299,1321,100,0.0785076077610378,
GA,GA,2016,February,Number of Drug Overdose Deaths,1277,1298,100,0.0734927752864973,
GA,GA,2016,March,Number of Drug Overdose Deaths,1278,1299,100,0.0722363373686046,
GA,GA,2016,April,Number of Drug Overdose Deaths,1291,1310,100,0.0646725949878739,
GA,GA,2016,May,Number of Drug Overdose Deaths,1268,1287,100,0.0671391271913465,
GA,GA,2016,June,Number of Drug Overdose Deaths,1279,1301,100,0.075743465573974,
GA,GA,2016,July,Number of Drug Overdose Deaths,1270,1291,100,0.075680504205851,
GA,GA,2016,August,Number of Drug Overdose Deaths,1275,1297,100,0.0765403750478377,
GA,GA,2016,September,Number of Drug Overdose Deaths,1289,1311,100,0.077509842519685,
GA,GA,2016,October,Number of Drug Overdose Deaths,1298,1319,100,0.0725912619806341,
GA,GA,2016,November,Number of Drug Overdose Deaths,1344,1367,100,0.0774031845881659,
GA,GA,2016,December,Number of Drug Overdose Deaths,1370,1395,100,0.084369612266608,
GA,GA,2017,January,Number of Drug Overdose Deaths,1398,1411,100,0.0803398619615099,Underreported due to incomplete data
GA,GA,2017,February,Number of Drug Overdose Deaths,1418,1436,100,0.0791283705642462,Underreported due to incomplete data
GA,GA,2017,March,Number of Drug Overdose Deaths,1436,1454,100,0.0764210679540988,Underreported due to incomplete data
GA,GA,2017,April,Number of Drug Overdose Deaths,1467,1487,100,0.0799128223755903,Underreported due to incomplete data
GA,GA,2017,May,Number of Drug Overdose Deaths,1484,1504,100,0.0796957072994023,Underreported due to incomplete data
GA,GA,2017,June,Number of Drug Overdose Deaths,1485,1511,100,0.0795669628325839,Underreported due to incomplete data
